id,title,phone,address,address_2,ville,garde,query_point
8621,Pharmacie Zahra,0537708103,"12, av prince my abdellah Rabat",Pharmacie Zahra Rabat,Rabat,,Rabat-Centre
9877,Pharmacie Maghrebine ( Ex Hopital ),0537725368,"18 Place des alliés Océan, Rabat",Pharmacie Maghrebine ( Ex Hopital ) Rabat,Rabat,garde 24h/24,Rabat-Centre
3938,Pharmacie Boukroune,0537722468,"12, rue Bouqroun  Rabat",Pharmacie Boukroune Rabat,Rabat,,Rabat-Centre
10096,Pharmacie Fellat,0537720887,16 place de Russia (Russie) Rabat,Pharmacie Fellat Rabat,Rabat,,Rabat-Centre
5042,Pharmacie Gharbia,0537201650,"35 rue karatchi ocean (sania gharbia) prés de la joutia des (motos) 
et de la cimetiére achouhada Rabat",Pharmacie Gharbia Rabat,Rabat,,Rabat-Centre
7629,Pharmacie Rabat Ville,0537706375,4 av moulay youssef  (entre gare rabat ville & bab rouahet en face de l'hôtel belere) -,Pharmacie Rabat Ville Rabat,Rabat,,Rabat-Centre
3796,Pharmacie Berbich,0537260772,"12 bis, avenue  alghazali  quartier les orangers 
(en face du centre commercial les orangers) Rabat",Pharmacie Berbich Rabat,Rabat,,Rabat-Centre
1614,Pharmacie Al Hikma,0537293392,"1376, quartier Amal 5, Al Massira Rabat",Pharmacie Al Hikma Rabat,Rabat,,Rabat-Centre
5460,Pharmacie la Corniche,0537729744,n°4 rue adis ababa route cotière (prés visite technique d'auto mobiles) Rabat,Pharmacie la Corniche Rabat,Rabat,,Rabat-Centre
7359,Pharmacie Napoli,0537720859,,Pharmacie Napoli Rabat,Rabat,,Rabat-Centre
4232,Pharmacie de la médina,0537727062,6 bis rue bab chellah Rabat,Pharmacie de la médina Rabat,Rabat,,Rabat-Centre
2264,Pharmacie Al Mamoune,0537560315,"rue al anisse, guich loudaya Rabat",Pharmacie Al Mamoune Rabat,Rabat,,Rabat-Centre
4040,Pharmacie Cherqi,0537207474,100-100 bis avenue laalou medina Rabat,Pharmacie Cherqi Rabat,Rabat,,Rabat-Centre
3734,Pharmacie Belmahi,0537722650,"1, rue tonkin (av madagascar)
prés l'école andre malraux et marché diour jamaa Rabat",Pharmacie Belmahi Rabat,Rabat,,Rabat-Centre
4010,Pharmacie Chellah,0537724723,"2, place de Melilya  Rabat",Pharmacie Chellah Rabat,Rabat,,Rabat-Centre
4622,Pharmacie Du Minaret,0537726495,252 avenue Hassan II Rabat,Pharmacie Du Minaret Rabat,Rabat,,Rabat-Centre
5710,Pharmacie Les Arcades,0537724222,44 bis av pasteur (angle av pasteur et av la victoire) Rabat,Pharmacie Les Arcades Rabat,Rabat,,Rabat-Centre
4633,Pharmacie du Théâtre,0537702794,11 rue haj abdeslam kabbaj ex rue al marj  Rabat,Pharmacie du Théâtre Rabat,Rabat,,Rabat-Centre
5509,Pharmacie La Grande Pharmacie,0537709148,rue abou fariss al marini Rabat,Pharmacie La Grande Pharmacie Rabat,Rabat,,Rabat-Centre
43,Pharmacie Abdelkrim ElKhattabi,0537203881,"272, avenue Abdelkrim Al Khattabi, Océan Rabat",Pharmacie Abdelkrim ElKhattabi Rabat,Rabat,,Rabat-Centre
4338,Pharmacie des Cités,0537560335,lotissement warda Rabat,Pharmacie des Cités Rabat,Rabat,,Rabat-Centre
5735,Pharmacie les Ministères d'Agdal,0537682562,11 cité de la garde agdal  Rabat,Pharmacie les Ministères d'Agdal Rabat,Rabat,,Rabat-Agdal
5753,Pharmacie L'etoile,0537671414,"rue el amir abde kader, (en face salle allal el fassi)
ex salle soumaya - a côté du centre culturel de l'agdal Rabat",Pharmacie L'etoile Rabat,Rabat,garde 24h/24,Rabat-Agdal
5095,Pharmacie Guennoun,0537698002,rés oum keltoum 175 av hassan ii  Rabat,Pharmacie Guennoun Rabat,Rabat,,Rabat-Agdal
3499,Pharmacie Anasse,0537298899,résidence ifrane av hassan ii mag d3 (a côté de la nouvelle gare rabat agdal),Pharmacie Anasse Rabat,Rabat,,Rabat-Agdal
5733,Pharmacie Les Iris,0537776290,"33 av. ibn sina (entre clinique agdal et ecole mohammadia
des ingénieurs) Rabat",Pharmacie Les Iris Rabat,Rabat,,Rabat-Agdal
5006,Pharmacie gare Agdal,0537774220,rue abderrahmane ghafiki a l’intérieur de la gare al boraq accÈs porte cÔtÉ agdal - Rabat,Pharmacie gare Agdal Rabat,Rabat,,Rabat-Agdal
8104,Pharmacie Agdal,0528260153,Pharmacie Agdal MASSA,Pharmacie Agdal Massa,Massa,,Rabat-Agdal
4539,Pharmacie du 16 novembre,0537670024,16.av du 16 novembre - haut agdal (prés du kitea) Rabat,Pharmacie du 16 novembre Rabat,Rabat,,Rabat-Agdal
3939,Pharmacie C.h.u,0537672532,16.av ibnourochd (en face de l’hôpital d’enfant) Rabat,Pharmacie C.h.u Rabat,Rabat,,Rabat-Agdal
5282,Pharmacie Ibn Sina,0537672016,angle av fal oueld oumeir et av.atlas  Rabat,Pharmacie Ibn Sina Rabat,Rabat,,Rabat-Agdal
3240,Pharmacie AlAlfiya,0537673796,"15, avenue de Michlifen  Rabat",Pharmacie AlAlfiya Rabat,Rabat,,Rabat-Agdal
3325,Pharmacie AlIntilak,0537295377,"5, bd Mohamed Triki, résid. Attaisir Rabat",Pharmacie AlIntilak Rabat,Rabat,,Rabat-Agdal
9140,Pharmacie Michlifen,0537672687,2  avenue de Michlifen   Rabat - Maroc   ,Pharmacie Michlifen Rabat,Rabat,,Rabat-Agdal
3251,Pharmacie AlAnbar,0537292770,Pharmacie AlAnbar RABAT,Pharmacie AlAnbar Rabat,Rabat,,Rabat-Agdal
8155,Pharmacie Sayarh,0537292876,Pharmacie Sayarh RABAT,Pharmacie Sayarh Rabat,Rabat,,Rabat-Agdal
4029,Pharmacie Chem's,0632322026,"19, rue Al Moujahid Al Ayachi, hay Phosphate, Akkari Rabat",Pharmacie Chem's Rabat,Rabat,,Rabat-Agdal
4078,Pharmacie Choukro Allah,0537290543,"9 Bis, quartier Al Kouass, bloc DG Rabat",Pharmacie Choukro Allah Rabat,Rabat,,Rabat-Agdal
3672,Pharmacie Azhar,0537680817,44.av fal ould oumeir Rabat,Pharmacie Azhar Rabat,Rabat,,Rabat-Agdal
3973,Pharmacie Centre de Transfusion Sanguine,0537692469,résidence aribat n°9 entre av hassan ii et douar rjaf laah c.y.m Rabat,Pharmacie Centre de Transfusion Sanguine Rabat,Rabat,,Rabat-Agdal
5167,Pharmacie Hay Echabab,0537692902,Pharmacie Hay Echabab RABAT,Pharmacie Hay Echabab Rabat,Rabat,,Rabat-Agdal
4434,Pharmacie Des Universites,0537670404,79.av ibn sina Rabat,Pharmacie Des Universites Rabat,Rabat,,Rabat-Agdal
3104,Pharmacie Al Wifak,0537777555,,Pharmacie Al Wifak Rabat,Rabat,,Rabat-Agdal
7775,Pharmacie Résidence la Corniche Marjolain,0537294770,"lotissement Mountalak, villa 62 Amal 6 C.y.m. Rabat",Pharmacie Résidence la Corniche Marjolain Rabat,Rabat,,Rabat-Agdal
783,Pharmacie Al Fadila,0537874595,hay arrahma secteur b n° 9 Sale,Pharmacie Al Fadila Salé,Salé,,Rabat-Agdal
3297,Pharmacie Alfadila,0537690742,"avenue Ennour, bloc K, n°9 c.y.m Rabat",Pharmacie Alfadila Rabat,Rabat,,Rabat-Agdal
3531,Pharmacie Anzi,0537691313,n°4 angle av hassan ii et rue abbas ibn farnas (en face de la gare rabat agdal sur l'avenue hassan ii.),Pharmacie Anzi Rabat,Rabat,,Rabat-Agdal
4301,Pharmacie De L'agdal,0537671600,"avenue des nations unies, rue ibn hanbal  résidence ibn khaldoun
(en face de paul agdal et de la clinique des nations unies) Rabat",Pharmacie De L'agdal Rabat,Rabat,,Rabat-Agdal
4318,Pharmacie De L'ocean,0537202176,54 av abdelkrim al khatabi Rabat,Pharmacie De L'ocean Rabat,Rabat,,Rabat-Agdal
4394,Pharmacie des Nations Unies,0537670719,"avenue des nations unies rue jabal al ayachi
(à côté de station ola energy) s Rabat",Pharmacie des Nations Unies Rabat,Rabat,,Rabat-Agdal
4922,Pharmacie Errahma,0537652930,Pharmacie Errahma RABAT,Pharmacie Errahma Rabat,Rabat,,Rabat-Agdal
4877,Pharmacie Errahma,0537638226,"hay al maouadda n°63 - route al oulja
(prés de l'ancien mini parc) Rabat",Pharmacie Errahma Rabat,Rabat,,Rabat-Agdal
5354,Pharmacie Iswane,0537670777,rue jaâfar essadik résidence lakhdar mag n°37 (en face hôpital avicenne) Rabat,Pharmacie Iswane Rabat,Rabat,,Rabat-Agdal
8413,Pharmacie Tansift,0537681676,"80, rue Tansift  Rabat",Pharmacie Tansift Rabat,Rabat,,Rabat-Agdal
7453,Pharmacie Oqba,0537772699,62 avenue oqba Rabat,Pharmacie Oqba Rabat,Rabat,,Rabat-Agdal
5339,Pharmacie Ibn Zohr,0537695523,"19,bloc c  av al kifah al kamra (en face la gare routière kamra) Rabat",Pharmacie Ibn Zohr Rabat,Rabat,,Rabat-Agdal
4689,Pharmacie El Kamra,0537295141,bloc l n187 el kamra cym (en face immeubles touarga)  Rabat,Pharmacie El Kamra Rabat,Rabat,,Rabat-Agdal
6705,Pharmacie Moderne,0537772354,place rabiaa al adaouia (entre marché de l'agdal et résidence kays) Rabat,Pharmacie Moderne Rabat,Rabat,,Rabat-Agdal
3706,Pharmacie Badr,0537773462,"15, avenue fal ouled oumeir Rabat",Pharmacie Badr Rabat,Rabat,,Rabat-Agdal
3501,Pharmacie Annour,0537691180,"33, avenue Ennour sect.""H"" Est c.y.m Rabat",Pharmacie Annour Rabat,Rabat,,Rabat-Agdal
7268,Pharmacie Nahim,0537691693,"douar El Garaa, n° 309, Cym Rabat",Pharmacie Nahim Rabat,Rabat,,Rabat-Agdal
9859, Pharmacie Rif,0537866063,"lot mimoza 6, magasin 01- Tabriquet, imm 6 Av. Abderrahim Bouabid, Salé", Pharmacie Rif Salé,Salé,,Sale
8865,Smart Para,0662222020,bd Mohammed V   c/o Marjane hay Karima  Salé - Maroc   ,Parapharmacie Smart Para Salé,Salé,,Sale
4357,Pharmacie ElMamounia,0537864757,11  hay Mamounia   Tabriquet  Salé,Pharmacie ElMamounia Salé,Salé,,Sale
3516,Pharmacie Belyamani,0537853296,Pharmacie Belyamani SALE,Pharmacie Belyamani Salé,Salé,,Sale
3554,Pharmacie Bentaleb Hajar,0537861111,180 bd 6 novembre hay al qods Sale,Pharmacie Bentaleb Hajar Salé,Salé,,Sale
5587,Pharmacie Mohammed V,0537863294,"6, bd Mohammed V, Tabriquet Sale",Pharmacie Mohammed V Salé,Salé,,Sale
5586,Pharmacie Mohammed,0537524141,q. Brahma  Sale,Pharmacie Mohammed Salé,Salé,,Sale
4763,Pharmacie hay Karima,0537855058,"46, bd Mohammed V  Sale",Pharmacie hay Karima Salé,Salé,,Sale
114,Pharmacie 20 Aôut,0537863198,"Hay Tabriquet, résid. 20 Aôut, imm. B 1, mag. 2 Sale",Pharmacie 20 Aôut Salé,Salé,,Sale
8836,Ma Petite Para,0537863990,71  rue Bouchouk   hay Karima  Salé - Maroc   ,Parapharmacie Ma Petite Para Salé,Salé,,Sale
5076,Pharmacie Inbiat,0537853724,31 zankate ameur av essalam douar cheikh lamfadel(face à souk assalihine) Sale,Pharmacie Inbiat Salé,Salé,,Sale
5073,Pharmacie Inaya,0537862787,Pharmacie Inaya SALE,Pharmacie Inaya Salé,Salé,,Sale
3610,Pharmacie Carrefour,0537845928,centre commercial carrefour route de kénitra Sale,Pharmacie Carrefour Salé,Salé,,Sale
5692,Pharmacie Naciri,0537861818,"bd Al Salwa, sect.4B Tabriquet Sale",Pharmacie Naciri Salé,Salé,,Sale
3810,Pharmacie Dahab,0537851291,47  bd Six Novembre   hay Hourya  Tabriquet  Salé,Pharmacie Dahab Salé,Salé,,Sale
393,Pharmacie Agoumi,0537845503,lot bachir ii hay chemaou (route de kenitra) Sale,Pharmacie Agoumi Salé,Salé,,Sale
8590,Pharmacie Zakaria,0537855537,hay rahma n°1262 (sect c) Sale,Pharmacie Zakaria Salé,Salé,,Sale
6952,Pharmacie Rostane,0537863186,759 av du sahara sect 8 Sale,Pharmacie Rostane Salé,Salé,,Sale
2716,Pharmacie Amar,0537862094,av mohamed v - Salé,Pharmacie Amar Salé,Salé,,Sale
7348,Pharmacie Salam,0537801044,"24, bd Abderrahim Bouabid, sect. 7 Hay Essalam Sale",Pharmacie Salam Salé,Salé,,Sale
1842,Pharmacie AlBaraka,0537845959,Pharmacie AlBaraka SALE,Pharmacie AlBaraka Salé,Salé,,Sale
3607,Pharmacie Boubcher,0537871037,"236, bd Al Amal, hay Oued Dahab Sale",Pharmacie Boubcher Salé,Salé,,Sale
9495,Pharmacie Amer Kobra,0537875215,rue Lbrahma   Salé - Maroc   ,Pharmacie Amer Kobra Salé,Salé,,Sale
6905,Pharmacie Rizk,0537862027,avenue 6 novembre hay rizk  Sale,Pharmacie Rizk Salé,Salé,,Sale
7324,Pharmacie Salah Eddine El Ayoubi,0537885859,lot dadda n°1 (dérrière centrale laitière) route mehdia Sale,Pharmacie Salah Eddine El Ayoubi Salé,Salé,,Sale
6514,Pharmacie Rima,0537803125,bd boukraa n°64 hay cheikh lamfadel Sale,Pharmacie Rima Salé,Salé,,Sale
4111,Pharmacie du quartier industriel,0537871069,"581, bd Ibn El Khatib ang. Ouarkziz dar Hamra Sale",Pharmacie du quartier industriel Salé,Salé,,Sale
4266,Pharmacie ElBrahma,0537875423,5  rte El Fouarat   Douar ElBrahma  Salé,Pharmacie ElBrahma Salé,Salé,,Sale
4816,Pharmacie Hmimou,0670093108,"ouled Mazouz , n°261 Sale",Pharmacie Hmimou Salé,Salé,,Sale
4309,Pharmacie ElFilali,0537782388,Pharmacie ElFilali SALE,Pharmacie ElFilali Salé,Salé,,Sale
9239,Pharmacie Marzouka,0537843104,34  lotiss. Marzouka   hay chmaou  Salé - Maroc   ,Pharmacie Marzouka Salé,Salé,,Sale
5502,Pharmacie Marzouka,0665642998,av essalam 34 hay marzouka route de mehdia Sale,Pharmacie Marzouka Salé,Salé,,Sale
188,Pharmacie Abid,0537871525,,Pharmacie Abid Salé,Salé,,Sale
5781,Pharmacie Oum Al Kora,0537871346,av youssef ibn tachfine n°110 bis hay cheikh lamfadel - Sale,Pharmacie Oum Al Kora Salé,Salé,,Sale
5493,Pharmacie Maamora,0537833995,Pharmacie Maamora SALE,Pharmacie Maamora Salé,Salé,,Sale
5231,Pharmacie la Mamora,0537854087,angle av my youssef et av soudan (en face de l'école nationale forestiere des ingenieurs) Sale,Pharmacie la Mamora Salé,Salé,,Sale
4043,Pharmacie Douae,0537800744,"rue Al Arak, hay Cheikh Lamfadel Sale",Pharmacie Douae Salé,Salé,,Sale
7828,Pharmacie Tabriquet,0537863335,"bd Lalla Asmaa, lotiss. Fabi n° 9 Sale",Pharmacie Tabriquet Salé,Salé,,Sale
5397,Pharmacie les Orangers,0652801331,Pharmacie les Orangers SALE,Pharmacie les Orangers Salé,Salé,,Sale
5396,Pharmacie les Orangers,0537803134,"bd Boukraâ ang. rue les orangers, Cheikh Lamfadel Sale",Pharmacie les Orangers Salé,Salé,,Sale
5432,Pharmacie du marché,0537606221,avenue mohamed v hay nahda i imm n°1 - Temara,Pharmacie du marché Témara,Témara,,Temara
8059,Pharmacie Bakali,0537609117,Pharmacie Bakali TEMARA,Pharmacie Bakali Témara,Témara,,Temara
3568,Pharmacie Ibn Nafiss,0537609439,"268, av. Mly Ali Cherif , Douar Oulad Naser Temara",Pharmacie Ibn Nafiss Témara,Témara,,Temara
5679,Pharmacie Mly Ali Chrif,0537600525,"468, av Moulay Ali Cherif , Massira I Temara",Pharmacie Mly Ali Chrif Témara,Témara,,Temara
3255,Pharmacie El Moumen,0537604411,n°28 hay nahda 1 bd zerktouni ( a côté de l'école al irfane ) - Temara,Pharmacie El Moumen Témara,Témara,,Temara
1753,Pharmacie ElQods,0537600043,"288, lotiss. Ouled Bennacer 1  Témara",Pharmacie ElQods Témara,Témara,,Temara
4265,Pharmacie Bouarous,0537602082,"187, rue laayoun Temara",Pharmacie Bouarous Témara,Témara,,Temara
5652,Pharmacie 2000,0537602312,"245, av. Mly Ali Cherif, Massira I  Temara",Pharmacie 2000 Témara,Témara,,Temara
4818,Pharmacie AlFirdaous,0537605047,"369, hay El Firdaouss , Massira I Temara",Pharmacie AlFirdaous Témara,Témara,,Temara
4503,Pharmacie Bahia,0537605210,170 av my idriss 1 massira 1   Temara,Pharmacie Bahia Témara,Témara,,Temara
5495,Pharmacie Macha Allah,0533061664,Pharmacie Macha Allah SALE,Pharmacie Macha Allah Salé,Salé,,Temara
1790,Pharmacie MachaAllah,0537607506,"5, av. My Ali Cherif , lotiss. 24 H.a., hay Massira 1 Temara",Pharmacie MachaAllah Témara,Témara,,Temara
7166,Pharmacie Al Hiba,0537609970,lot 24h sect 5 n°126 massira 1 - TEMARA,Pharmacie Al Hiba Témara,Témara,,Temara
2896,Pharmacie Camelia,0537640769,"rue Lybie , lotiss. Alaoui, n° 76 Témara",Pharmacie Camelia Témara,Témara,,Temara
4770,Pharmacie Leila,0537608606,168 hay al firdaous massira 1 temara  proche de la poste -,Pharmacie Leila Témara,Témara,,Temara
7203,Pharmacie El Fethouni,0534437288,Pharmacie El Fethouni TEMARA,Pharmacie El Fethouni Témara,Témara,,Temara
8190,Pharmacie Fidaa,0537610163,Pharmacie Fidaa TEMARA,Pharmacie Fidaa Témara,Témara,,Temara
6874,Pharmacie Ibnou Ziad,0537611089,Pharmacie Ibnou Ziad TEMARA,Pharmacie Ibnou Ziad Témara,Témara,,Temara
8717,Pharmacie des Jardins,0537011040,Pharmacie des Jardins TEMARA,Pharmacie des Jardins Témara,Témara,,Temara
8268,Pharmacie ElAmal,0537619933,Pharmacie ElAmal TEMARA,Pharmacie ElAmal Témara,Témara,,Temara
6312,Pharmacie les Palmeraies,0537742232,Pharmacie les Palmeraies Skhirat,Pharmacie les Palmeraies Skhirat,Skhirat,,Temara
8795,Pharmacie Sebbah,0537628481,souk el had   lot n°2  commune sebbah  Skhirate,Pharmacie Sebbah Skhirate,Skhirat,,Temara
3507,Pharmacie Masrour,0537741990,"224, Hay Masrour II  Temara",Pharmacie Masrour Témara,Témara,,Temara
5144,Pharmacie Moulay Idriss,0537602270,"lot 103 sect.1 , Massira I Temara",Pharmacie Moulay Idriss Témara,Témara,,Temara
8252,Pharmacie Essalama,0537747662,Pharmacie Essalama TEMARA,Pharmacie Essalama Témara,Témara,,Temara
5213,Pharmacie Houdaya,0537643536,,Pharmacie Houdaya Témara,Témara,,Temara
2810,Pharmacie Nahda Ex-Soumaya,0537608008,"lot. Ennassim 4 , Ennahda 2 Témara",Pharmacie Nahda Ex-Soumaya Témara,Témara,,Temara
8039,Pharmacie Al Fajr,0537601592,av my ali cherif Temara,Pharmacie Al Fajr Témara,Témara,,Temara
3204,Pharmacie croissant vert,0537601951,"832,avenue moulay idriss 1er massira 1 Témara",Pharmacie croissant vert Témara,Témara,,Temara
3941,Pharmacie Témara,0537741334,av. Mly Rchid  Temara,Pharmacie Témara Témara,Témara,,Temara
4263,Pharmacie 11 Janvier,0537640919,"9, lotiss. El Ghazali  Temara",Pharmacie 11 Janvier Témara,Témara,,Temara
5635,Pharmacie El Massira,0537606057,sect3 n°336 (prés de l'institut najah) Temara,Pharmacie El Massira Témara,Témara,,Temara
4928,Pharmacie Nouvelle,0537610301,"197, rue Ben Hanifa , hay Al Inbiat Temara",Pharmacie Nouvelle Témara,Témara,garde 24h/24,Temara
8675,Pharmacie du quartier,0537600779,"1457 Av. Tarik Ibn Ziad, Témara",Pharmacie du quartier Témara,Témara,,Temara
3558,Pharmacie de la famille,0537600690,"16, av. Tarik Ibn Ziyad , Massira II Temara",Pharmacie de la famille Témara,Témara,,Temara
5619,Pharmacie Riad Fes (temara),0537606038,"n°10, résidence riad fes, av tarik ibn ziad  - Temara",Pharmacie Riad Fes (temara) Témara,Témara,,Temara
3914,Pharmacie du Centre,0537741211,av. Hassan II - Temara centre,Pharmacie du Centre Témara,Témara,,Temara
1663,Pharmacie Al Khiam,0537740198,"bd,moulay rachid,khiam6 n°6 - Témara",Pharmacie Al Khiam Témara,Témara,,Temara
7540,Pharmacie la Ceinture Verte,0537643584,av alla ben abdellah n°21 hay al andalous - Temara,Pharmacie la Ceinture Verte Témara,Témara,,Temara
3055,Pharmacie AlFarabi,0537605603,3  Lotiss. AlMostakbal   Massira 1  Témara,Pharmacie AlFarabi Témara,Témara,,Temara
7208,Pharmacie Raji,0537742516,Pharmacie Raji Skhirat,Pharmacie Raji Skhirat,Skhirat,,Skhirat
9220,Pharmacie Aïn Arroz,0537620062,5  rte Aïn Arroz   Skhirate - Maroc   ,Pharmacie Aïn Arroz Skhirate,Skhirate,,Skhirat
8290,Pharmacie Taoufik,0537742022,Pharmacie Taoufik Skhirat,Pharmacie Taoufik Skhirat,Skhirat,,Skhirat
2756,Pharmacie Chaouki,0537742301,Pharmacie Chaouki Skhirat,Pharmacie Chaouki Skhirat,Skhirat,,Skhirat
9172,Pharmacie Fadoua,0673022609,38  lotiss. Al Moustakbal   Skhirate - Maroc   ,Pharmacie Fadoua Skhirate,Skhirate,,Skhirat
8174,Pharmacie l'Erac,0537620558,Pharmacie l'Erac Skhirat,Pharmacie l'Erac Skhirat,Skhirat,,Skhirat
9179,Pharmacie Jnane Skhirat,0537787378,48  lotiss. Al Warda    centre Sud  Skhirate - Maroc   ,Pharmacie Jnane Skhirat Skhirate,Skhirate,,Skhirat
8606,Pharmacie Zouhair,0537620166,Pharmacie Zouhair Skhirat,Pharmacie Zouhair Skhirat,Skhirat,,Skhirat
6314,Pharmacie Salma,0537742257,Pharmacie Salma Skhirat,Pharmacie Salma Skhirat,Skhirat,,Skhirat
9161,Pharmacie Achokr,0537620376,333  Ain El Hayat 3   Skhirate - Maroc   ,Pharmacie Achokr Skhirate,Skhirate,,Skhirat
1271,Pharmacie Ouled Ghanem,0537742909,Pharmacie Ouled Ghanem Skhirat,Pharmacie Ouled Ghanem Skhirat,Skhirat,,Skhirat
8588,Pharmacie du Bien Etre,0537620564,Pharmacie du Bien Etre Skhirat,Pharmacie du Bien Etre Skhirat,Skhirat,,Skhirat
6249,Pharmacie Arrachade,0537742574,Pharmacie Arrachade Skhirat,Pharmacie Arrachade Skhirat,Skhirat,,Skhirat
8581,Pharmacie Bichifa,0537742664,Pharmacie Bichifa Skhirat,Pharmacie Bichifa Skhirat,Skhirat,,Skhirat
8657,Pharmacie Jaber,0537742612,Pharmacie Jaber Skhirat,Pharmacie Jaber Skhirat,Skhirat,,Skhirat
9214,Pharmacie Skhirat,0537742170,7  Aïn Rouz   Skhirate - Maroc   ,Pharmacie Skhirat Skhirate,Skhirate,,Skhirat
7251,Pharmacie Hicham,0537620578,Pharmacie Hicham Skhirat,Pharmacie Hicham Skhirat,Skhirat,,Skhirat
7220,Pharmacie Ain ELHayat,0533521617,Pharmacie Ain ELHayat Skhirat,Pharmacie Ain ELHayat Skhirat,Skhirat,,Skhirat
8088,Pharmacie Mounia,0537620030,Pharmacie Mounia Skhirat,Pharmacie Mounia Skhirat,Skhirat,,Skhirat
6618,Pharmacie Meriem,0537742577,Pharmacie Meriem Skhirat,Pharmacie Meriem Skhirat,Skhirat,,Skhirat
6096,Pharmacie Bouayba,0537620216,Pharmacie Bouayba Skhirat,Pharmacie Bouayba Skhirat,Skhirat,,Skhirat
8570,Pharmacie Mosquée ElHouda,0537620637,Pharmacie Mosquée ElHouda Skhirat,Pharmacie Mosquée ElHouda Skhirat,Skhirat,,Skhirat
8112,Pharmacie AlMajd,0537620187,Pharmacie AlMajd Skhirat,Pharmacie AlMajd Skhirat,Skhirat,,Skhirat
8526,Pharmacie Abderrahmane,0537742171,Pharmacie Abderrahmane Skhirat,Pharmacie Abderrahmane Skhirat,Skhirat,,Skhirat
7912,Pharmacie Palais des Congrés,0537742743,Pharmacie Palais des Congrés Skhirat,Pharmacie Palais des Congrés Skhirat,Skhirat,,Skhirat
2965,Pharmacie L'Amphitrite,0537620005,Pharmacie L'Amphitrite Skhirat,Pharmacie L'Amphitrite Skhirat,Skhirat,,Skhirat
7221,Pharmacie Aïn Attiq,0537741905,88  lotiss. Saada   AIN ATIQ,Pharmacie Aïn Attiq Aïn Atiq,Aïn Atiq,,Skhirat
10049,Pharmacie Val D’or ,0537749494,"No 22, Val D'or, Harhoura, Avenue Moulay Abdellah, 12040",Pharmacie Val D’or Harhoura,Harhoura,,Skhirat
2185,Pharmacie Assaka,0537403084,lotiss. Promosud   lot. n°1  Aïn atiq,Pharmacie Assaka Aïn Atiq,Aïn Atiq,,Skhirat
7565,Pharmacie Najm,0537612885,70  résid. Manzeh   AIN ATIQ,Pharmacie Najm Aïn Atiq,Aïn Atiq,,Skhirat
9288,Pharmacie Sid El Abed,0537623538,2  Amical Settat   plage Val d'Or  El Harhoura - Maroc   ,Pharmacie Sid El Abed El harhoura,El harhoura,,Skhirat
9821,Pharmacie Sup'Herbes,0673054609,Rte El Fellah   plage Sid El Abed  El Harhoura - Maroc,Pharmacie Sup'Herbes El harhoura,El harhoura,,Skhirat
960,Pharmacie Al Aïn,0537740344,Centre Aïn Attig   Aïn atiq,Pharmacie Al Aïn Aïn Atiq,Aïn Atiq,,Skhirat
3326,Pharmacie Masjid Annour,0537619778,39 gr.6 résidence annour 1 - tamesna  Temara,Pharmacie Masjid Annour Témara,Témara,,Skhirat
8988,Pharmacie Izdihar,0537626739,154  hay El Izdihar    El Harhoura - Maroc  ,Pharmacie Izdihar El harhoura,El harhoura,,Skhirat
9579,Pharmacie Amagour,0663612850,Secteur 1 Numéro 1066 Mers El Kheir Témara,Pharmacie Amagour Témara,Témara,,Skhirat
209,Pharmacie Sables D'or,0530050728,complexe commercial sid el abed n°4 harhoura Temara,Pharmacie Sables D'or Témara,Témara,,Skhirat
9982,Pharmacie Sable d'Or,0530375067, 4 Centre Sidi Abed El Harhoura,Pharmacie Sable d'Or El Harhoura,El Harhoura,,Skhirat
587,Pharmacie Vital,0808561232,résidence as-shams im b magasin 1 harhoura – Temara,Pharmacie Vital Témara,Témara,,Skhirat
9284,Pharmacie El Haq,0537643715,Témara Centre   Témara - Maroc   ,Pharmacie El Haq Témara,Témara,,Skhirat
2939,Pharmacie Firdaous,0537371679,322  bd Mohammed V   Kenitra,Pharmacie Firdaous Kenitra,Kénitra,,Kenitra
2039,Pharmacie de la province,0537375255,"27, bd hassan ii Kenitra",Pharmacie de la province Kenitra,Kénitra,,Kenitra
8211,Pharmacie Universelle,0537371888,"66 Bis, bd Youssef Ibn Tachfine  Kenitra",Pharmacie Universelle Kenitra,Kénitra,,Kenitra
2245,Pharmacie du Port,0537370978,Pharmacie du Port KENITRA,Pharmacie du Port Kenitra,Kénitra,,Kenitra
1819,Pharmacie centre ville,0537376729,bd Mohamed Diouri ang. rue Med. Amraoui  Kenitra,Pharmacie centre ville Kenitra,Kénitra,,Kenitra
4546,Pharmacie La Grande Pharmacie,0537371046,62  bd Mohamed Diouri   Kenitra,Pharmacie La Grande Pharmacie Kenitra,Kénitra,,Kenitra
2228,Pharmacie du Marché,0537371054,1  bd Prince Moulay Abdallah   Kenitra,Pharmacie du Marché Kenitra,Kénitra,,Kenitra
7512,Pharmacie Sidi Larbi Boujemaâ,0537364898,272  bd Mohammed V   Kenitra,Pharmacie Sidi Larbi Boujemaâ Kenitra,Kénitra,,Kenitra
3101,Pharmacie Hind,0537361296,81 X rue Oued Sebou   Kénitra,Pharmacie Hind Kenitra,Kénitra,,Kenitra
1214,Pharmacie Arsat Elcadi,0537382309,"bd mohammed v, lot n°4 Kenitra",Pharmacie Arsat Elcadi Kenitra,Kénitra,,Kenitra
